texto
"Aquí estoy, con la cabeza en alto y el corazón encendido, a punto de alcanzar este sueño.      "
De doctor a doctora @Claudia Sheinbaum Pardo . @Claudia Sheinbaum Pardo . @Claudia Sheinbaum Pardo .
"Con la fuerza de la unidad, ¡estamos listos para ganar con la Dra. Claudia Sheinbaum!  Nadie detendrá la Transformación de Jalisco en 2024.  Nadie detendrá la Transformación de Jalisco en 2024.  Nadie detendrá la Transformación de Jalisco en 2024."
"En #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo. #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo. #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo."
"Mientras Movimiento Ciudadano y el Gobierno dd Guadalara quieren más impuestos, en #morena proponemos servicios médicos municipales gratuitos. #morena proponemos servicios médicos municipales gratuitos. #morena proponemos servicios médicos municipales gratuitos."
"Caro, malo y vacío el carrusel de Pablo Lemus.  Quiero escuchar sus voces. ¿Están cansados de esta corrupción? ¡Es hora de un cambio real en Guadalajara y en todo Jalisco!  Quiero escuchar sus voces. ¿Están cansados de esta corrupción? ¡Es hora de un cambio real en Guadalajara y en todo Jalisco!  Quiero escuchar sus voces. ¿Están cansados de esta corrupción? ¡Es hora de un cambio real en Guadalajara y en todo Jalisco!"
"Esperamos que las autoridades investiguen a fondo el desfalco de 330 millones de pesos al erario de Zapopan, durante la administración de Pablo Lemus.      "
"Preocupan los datos del #INEGI , donde muestran a Guadalajara como una de las ciudades más inseguras del país. #INEGI , donde muestran a Guadalajara como una de las ciudades más inseguras del país. #INEGI , donde muestran a Guadalajara como una de las ciudades más inseguras del país."
"Las y los ciudadanos de la #ZMG reciben agua sucia que puede dañar su salud. Lo peor es que el gobierno naranja no atiende la situacion, pero sí cobra peso a peso este servicio. #ZMG reciben agua sucia que puede dañar su salud. Lo peor es que el gobierno naranja no atiende la situacion, pero sí cobra peso a peso este servicio. #ZMG reciben agua sucia que puede dañar su salud. Lo peor es que el gobierno naranja no atiende la situacion, pero sí cobra peso a peso este servicio."
Ya basta del abuso de poder de Movimiento Ciudadano. La transformación está en camino.      
"Alfaro miente, los datos no. Estamos muy a tiempo de enderezar el rumbo y cambiar la manera de gobernar.      "
"Nos oponemos a la verificación recaudatoria que Movimiento Ciudadano está imponiendo a las y los jaliscienses.  ¡Afinación sí, verificación recaudatoria no!  ¡Afinación sí, verificación recaudatoria no!  ¡Afinación sí, verificación recaudatoria no!"
Spoiler de lo que verán próximamente en el #DocCast 😎 ¡No se lo pierdn! #DocCast 😎 ¡No se lo pierdn! #DocCast 😎 ¡No se lo pierdn!
Gracias por ser parte de esta historia. ¡Les quiero mucho! #amorconamorsepaga  #amorconamorsepaga  #amorconamorsepaga 
¡Estamos listos para apoyar al rebaño sagrado! Hoy remontamos en casa y pasamos a la semifinal. ¡Arriba las #Chivas ! #Chivas ! #Chivas !
"Para ser un buen politico, hay que tenerle amor al pueblo. #politica  #politica  #politica "
"¡Con #Morena , Jalisco va a cambiar! #Morena , Jalisco va a cambiar! #Morena , Jalisco va a cambiar!"
"Aquí estoy, con la cabeza en alto y el corazón encendido, a punto de alcanzar este sueño.      "
"En #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo. #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo. #morena hemos combatido permanentemente la corrupción de Movimiento Ciudadano. No nos detendremos, así seguiremos porque nosotros actuamos bajo los principios de no mentir, no robar y no traicionar el mandato del pueblo."
"En esta batalla, no hay tiempo que perder. Les comparto un resumen semanal de mis actividades.      "
"La falta de transparencia en el programa de verificación y la criminalización del parque vehicular viejo, tiene muy enojados a las y los ciudadanos, por eso piden #verificacióngratuita  #verificacióngratuita  #verificacióngratuita "
No a la verificación recaudatoria de Movimiento Ciudadano.      
"Vamos a seguir denunciando lo que pasa en nuestra ciudad. Cuentan con nosotros, en Guadalajara hay oposición.      "
La lealtad y la honestidad son los valores más significativos que aprendí de mi mamá y de mi papá. #DocCast  #DocCast  #DocCast 
"Nos oponemos a la verificación recaudatoria que Movimiento Ciudadano está imponiendo a las y los jaliscienses.  ¡Afinación sí, verificación recaudatoria no!  ¡Afinación sí, verificación recaudatoria no!  ¡Afinación sí, verificación recaudatoria no!"
Spoiler de lo que verán próximamente en el #DocCast 😎 ¡No se lo pierdn! #DocCast 😎 ¡No se lo pierdn! #DocCast 😎 ¡No se lo pierdn!
Gracias por ser parte de esta historia. ¡Les quiero mucho! #amorconamorsepaga  #amorconamorsepaga  #amorconamorsepaga 
¡Estamos listos para apoyar al rebaño sagrado! Hoy remontamos en casa y pasamos a la semifinal. ¡Arriba las #Chivas ! #Chivas ! #Chivas !
"Para ser un buen politico, hay que tenerle amor al pueblo. #politica  #politica  #politica "
"¡Con #Morena , Jalisco va a cambiar! #Morena , Jalisco va a cambiar! #Morena , Jalisco va a cambiar!"
"Vamos por la unidad, la paz y la reconciliación. #MorenaVa  #MorenaVa  #MorenaVa "
Mañana el gobierno de Lemus y Movimiento Ciudadano van a autorizar un atraco más para #Guadalajara  #Guadalajara  #Guadalajara 
Recupérate presidente Andrés Manuel López Obrador.  Un abrazo desde Jalisco. 🫶 #andresmanuellopezobrador  #andresmanuellopezobrador  #andresmanuellopezobrador 
"¡Hasta Barbie lo sabe; el cambio llegará a Jalisco, esto se va poner muy bueno! #drcarloslomeli  #drcarloslomeli  #drcarloslomeli "
Ya todos lo saben ¡Morena es el cambio! ❤️ #drcarloslomeli  #drcarloslomeli  #drcarloslomeli 
"Así los gobiernos 🍊, construyen obras caras y chafas 😡 #drcarloslomeli  #drcarloslomeli  #drcarloslomeli "
Fue un gusto! 😄 #drcarloslomeli  #drcarloslomeli  #drcarloslomeli 
"Nos agarró la lluvia, pero seguimos firmes celebrando la soberanía energética. #drcarloslomeli  #drcarloslomeli  #drcarloslomeli "
"Con Morena en el 2024, afinación sí, verificación no. #drcarloslomeli  #drcarloslomeli  #drcarloslomeli "
Es un gusto tenerte en Jalisco @Mario Delgado 👏🏻 @Mario Delgado 👏🏻 @Mario Delgado 👏🏻
Y por muchos años más! 🫶🏻 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
Tenemos al mejor 👌🏻 #drcarloslomeli  #drcarloslomeli  #drcarloslomeli 
😃🫶🏻 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
Jalisco necesita una transformación. #guadalajara  #guadalajara  #guadalajara 
Delicioso! 😋 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
Viernes de Alianza Patriótica!!! 🙌🏻 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
Otra vez se quema el bosque de la #primavera 🙁 #primavera 🙁 #primavera 🙁
😃 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
🎥 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
🎠 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
"Gracias por acompañarnos el día de hoy, y claro que #SigueLópez 🫶🏻 #SigueLópez 🫶🏻 #SigueLópez 🫶🏻"
"No me gusta, me encanta!!! #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli "
Es un honor estar con Obrador! 🙌🏻 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
Es que si está muy buena la canción 😅 #DrCarlosLomeli  #DrCarlosLomeli  #DrCarlosLomeli 
¡Feliz cumple 481 Guadalajara querida! #SanValentin  #SanValentin  #SanValentin 
Que mejor día para inaugurar nuestro Tiktok que este 14 de febrero! #SanValentin  #SanValentin  #SanValentin 
