,texto,tokens
56,guadalajara en 10 fotografías sus calles albergan miles de momentos únicos para vivir foto,"['guadalajara', 'en', '10', 'fotografías', 'sus', 'calles', 'albergan', 'miles', 'de', 'momentos', 'únicos', 'para', 'vivir', 'foto']"
59,fernando gonzález gortázarpuerta de zapopan 1984desmanteladoestuvo ubicado sobre la av ávila camacho a un costado de plaza patriaexiste la promesa del ayuntamiento de zapopan de reinstalarlofotografía libro fernando gonzález gortázar americo arte editore fernandogonzálezgortázar,"['fernando', 'gonzález', 'gortázarpuerta', 'de', 'zapopan', '1984desmanteladoestuvo', 'ubicado', 'sobre', 'la', 'av', 'ávila', 'camacho', 'a', 'un', 'costado', 'de', 'plaza', 'patriaexiste', 'la', 'promesa', 'del', 'ayuntamiento', 'de', 'zapopan', 'de', 'reinstalarlofotografía', 'libro', 'fernando', 'gonzález', 'gortázar', 'americo', 'arte', 'editore', 'fernandogonzálezgortázar']"
68,les platico que esta tarde presentamos los resultados del operativo de la y gracias a la participación y coordinación de los miles de personas servidoras públicas logramos un saldo blanco me siento muy orgulloso de este equipo de trabajo y quiero agradecer a todas las autoridades de todos los niveles que nos apoyaron para que este magno evento saliera bien y pudieran disfrutar los más de 22 millones de fieles que nos visitaron de todas partes del país romería2023,"['les', 'platico', 'que', 'esta', 'tarde', 'presentamos', 'los', 'resultados', 'del', 'operativo', 'de', 'la', 'y', 'gracias', 'a', 'la', 'participación', 'y', 'coordinación', 'de', 'los', 'miles', 'de', 'personas', 'servidoras', 'públicas', 'logramos', 'un', 'saldo', 'blanco', 'me', 'siento', 'muy', 'orgulloso', 'de', 'este', 'equipo', 'de', 'trabajo', 'y', 'quiero', 'agradecer', 'a', 'todas', 'las', 'autoridades', 'de', 'todos', 'los', 'niveles', 'que', 'nos', 'apoyaron', 'para', 'que', 'este', 'magno', 'evento', 'saliera', 'bien', 'y', 'pudieran', 'disfrutar', 'los', 'más', 'de', '22', 'millones', 'de', 'fieles', 'que', 'nos', 'visitaron', 'de', 'todas', 'partes', 'del', 'país', 'romería2023']"
71,participamos en la con módulos de atención para personas extraviadas y con la participación de elementos de protección civil de dif guadalajara donde brindamos apoyo a todos los feligreses que acompañaron a la virgen de zapopan en su regreso a la basílica seguimos refrendando nuestro compromiso de atención con la población tapatía en esta celebración llena de devoción y alegría checa toda la galería de fotos de la en el siguiente enlace httpsmfacebookcomstoryphpstory_fbidpfbid02fqulit1xjgpjveuxshwy1a9rqyydrnsrbtmkajmc28k68ryugbakkqsxn5e6n5rqlid100069392101444mibextidnif5oz romería2023,"['participamos', 'en', 'la', 'con', 'módulos', 'de', 'atención', 'para', 'personas', 'extraviadas', 'y', 'con', 'la', 'participación', 'de', 'elementos', 'de', 'protección', 'civil', 'de', 'dif', 'guadalajara', 'donde', 'brindamos', 'apoyo', 'a', 'todos', 'los', 'feligreses', 'que', 'acompañaron', 'a', 'la', 'virgen', 'de', 'zapopan', 'en', 'su', 'regreso', 'a', 'la', 'basílica', 'seguimos', 'refrendando', 'nuestro', 'compromiso', 'de', 'atención', 'con', 'la', 'población', 'tapatía', 'en', 'esta', 'celebración', 'llena', 'de', 'devoción', 'y', 'alegría', 'checa', 'toda', 'la', 'galería', 'de', 'fotos', 'de', 'la', 'en', 'el', 'siguiente', 'enlace', 'httpsmfacebookcomstoryphpstory_fbidpfbid02fqulit1xjgpjveuxshwy1a9rqyydrnsrbtmkajmc28k68ryugbakkqsxn5e6n5rqlid100069392101444mibextidnif5oz', 'romería2023']"
74,las cuadrillas de servicios públicos avanzan limpiando las calles de la romería2023,"['las', 'cuadrillas', 'de', 'servicios', 'públicos', 'avanzan', 'limpiando', 'las', 'calles', 'de', 'la', 'romería2023']"
77,thank you for celebration in guadalajara and policia,"['thank', 'you', 'for', 'celebration', 'in', 'guadalajara', 'and', 'policia']"
80,bajo la coordinación intermunicipal y el respaldo de las coordiaciones de y estamos preparadas y preparados para este las y los oficiales de ambas coordinaciones ya se encuentran desplegados a lo largo de la ruta que seguirá la virgen de zapopan en los municipios de y operativoromería2023,"['bajo', 'la', 'coordinación', 'intermunicipal', 'y', 'el', 'respaldo', 'de', 'las', 'coordiaciones', 'de', 'y', 'estamos', 'preparadas', 'y', 'preparados', 'para', 'este', 'las', 'y', 'los', 'oficiales', 'de', 'ambas', 'coordinaciones', 'ya', 'se', 'encuentran', 'desplegados', 'a', 'lo', 'largo', 'de', 'la', 'ruta', 'que', 'seguirá', 'la', 'virgen', 'de', 'zapopan', 'en', 'los', 'municipios', 'de', 'y', 'operativoromería2023']"
83,quiero compartirles también el estado de fuerza operativo que liderado por el cmte hemos implementado con el apoyo de las y los oficiales de en esta romería2023,"['quiero', 'compartirles', 'también', 'el', 'estado', 'de', 'fuerza', 'operativo', 'que', 'liderado', 'por', 'el', 'cmte', 'hemos', 'implementado', 'con', 'el', 'apoyo', 'de', 'las', 'y', 'los', 'oficiales', 'de', 'en', 'esta', 'romería2023']"
86,así se vivió la reinauguración del centro de desarrollo infantil no 8 ubicado en la colonia la penal este espacio completamente renovado nos permitirá seguir contribuyendo al crecimiento y educación de las niñas y niños tapatíos accionesquenosunen,"['así', 'se', 'vivió', 'la', 'reinauguración', 'del', 'centro', 'de', 'desarrollo', 'infantil', 'no', '8', 'ubicado', 'en', 'la', 'colonia', 'la', 'penal', 'este', 'espacio', 'completamente', 'renovado', 'nos', 'permitirá', 'seguir', 'contribuyendo', 'al', 'crecimiento', 'y', 'educación', 'de', 'las', 'niñas', 'y', 'niños', 'tapatíos', 'accionesquenosunen']"
92,la educación y desarrollo de las niñas y los niños de guadalajara es nuestra prioridad por eso trabajamos por dejarles espacios completamente rehabilitados dignos y hermosos actualmente este centro de desarrollo infantil brinda atención a 78 niñas y niños ofreciéndoles educación inicial y preescolar así como servicios asistenciales de alimentación atención médica psicológica y recreativa estoy muy agradecida con quienes han hecho esto posible en especial a mi esposo pablo lemus por encabezar este proyecto de construcción de la ciudad que todas y todos queremos con acciones como esta estamos dejando una guadalajara más digna funcional y bonita para las y los tapatíos accionesquenosunen,"['la', 'educación', 'y', 'desarrollo', 'de', 'las', 'niñas', 'y', 'los', 'niños', 'de', 'guadalajara', 'es', 'nuestra', 'prioridad', 'por', 'eso', 'trabajamos', 'por', 'dejarles', 'espacios', 'completamente', 'rehabilitados', 'dignos', 'y', 'hermosos', 'actualmente', 'este', 'centro', 'de', 'desarrollo', 'infantil', 'brinda', 'atención', 'a', '78', 'niñas', 'y', 'niños', 'ofreciéndoles', 'educación', 'inicial', 'y', 'preescolar', 'así', 'como', 'servicios', 'asistenciales', 'de', 'alimentación', 'atención', 'médica', 'psicológica', 'y', 'recreativa', 'estoy', 'muy', 'agradecida', 'con', 'quienes', 'han', 'hecho', 'esto', 'posible', 'en', 'especial', 'a', 'mi', 'esposo', 'pablo', 'lemus', 'por', 'encabezar', 'este', 'proyecto', 'de', 'construcción', 'de', 'la', 'ciudad', 'que', 'todas', 'y', 'todos', 'queremos', 'con', 'acciones', 'como', 'esta', 'estamos', 'dejando', 'una', 'guadalajara', 'más', 'digna', 'funcional', 'y', 'bonita', 'para', 'las', 'y', 'los', 'tapatíos', 'accionesquenosunen']"
98,our work was recognized this past friday when we won in two categories at the prestigious jalisco architecture awardsthis achievement is a testament to our exceptional team and most importantly our founder his legacy has forever shaped jaliscos architectural history awards,"['our', 'work', 'was', 'recognized', 'this', 'past', 'friday', 'when', 'we', 'won', 'in', 'two', 'categories', 'at', 'the', 'prestigious', 'jalisco', 'architecture', 'awardsthis', 'achievement', 'is', 'a', 'testament', 'to', 'our', 'exceptional', 'team', 'and', 'most', 'importantly', 'our', 'founder', 'his', 'legacy', 'has', 'forever', 'shaped', 'jaliscos', 'architectural', 'history', 'awards']"
101,estas son algunas recomendaciones a seguir si acudes a la no dudes en acudir a nuestros oficiales si tienes alguna emergencia romería2023,"['estas', 'son', 'algunas', 'recomendaciones', 'a', 'seguir', 'si', 'acudes', 'a', 'la', 'no', 'dudes', 'en', 'acudir', 'a', 'nuestros', 'oficiales', 'si', 'tienes', 'alguna', 'emergencia', 'romería2023']"
104,con la finalidad de dignificar y mejorar los espacios destinados a la educación y desarrollo de las niñas y niños de guadalajara este mediodía inauguramos la rehabilitación del centro de desarrollo infantil no 8 ubicado en la colonia la penal el alcalde de guadalajara pablo lemus navarro nuestra presidenta el director de obras públicas francisco ontiveros balcázar y la directora diana vargas salomón acudieron a la entrega de este espacio con el cual seguiremos abonando a un mejor desarrollo para las infancias tapatías que son el presente y futuro de guadalajara las mejoras incluyeron acciones directas en toda la estructura del inmueble muros techos áreas administrativas y de servicios patio de juegos patio cívico entre otros nos enorgullece saber que este es el quinto centro de atención infantil que ha sido rehabilitado en nuestro municipio el cual actualmente atiende a 78 niñas y niños menores de 6 añoscontinuaremos trabajando para construir un ambiente adecuado y estimulante que contribuya al crecimiento y la felicidad de nuestras futuras generaciones accionesquenosunen,"['con', 'la', 'finalidad', 'de', 'dignificar', 'y', 'mejorar', 'los', 'espacios', 'destinados', 'a', 'la', 'educación', 'y', 'desarrollo', 'de', 'las', 'niñas', 'y', 'niños', 'de', 'guadalajara', 'este', 'mediodía', 'inauguramos', 'la', 'rehabilitación', 'del', 'centro', 'de', 'desarrollo', 'infantil', 'no', '8', 'ubicado', 'en', 'la', 'colonia', 'la', 'penal', 'el', 'alcalde', 'de', 'guadalajara', 'pablo', 'lemus', 'navarro', 'nuestra', 'presidenta', 'el', 'director', 'de', 'obras', 'públicas', 'francisco', 'ontiveros', 'balcázar', 'y', 'la', 'directora', 'diana', 'vargas', 'salomón', 'acudieron', 'a', 'la', 'entrega', 'de', 'este', 'espacio', 'con', 'el', 'cual', 'seguiremos', 'abonando', 'a', 'un', 'mejor', 'desarrollo', 'para', 'las', 'infancias', 'tapatías', 'que', 'son', 'el', 'presente', 'y', 'futuro', 'de', 'guadalajara', 'las', 'mejoras', 'incluyeron', 'acciones', 'directas', 'en', 'toda', 'la', 'estructura', 'del', 'inmueble', 'muros', 'techos', 'áreas', 'administrativas', 'y', 'de', 'servicios', 'patio', 'de', 'juegos', 'patio', 'cívico', 'entre', 'otros', 'nos', 'enorgullece', 'saber', 'que', 'este', 'es', 'el', 'quinto', 'centro', 'de', 'atención', 'infantil', 'que', 'ha', 'sido', 'rehabilitado', 'en', 'nuestro', 'municipio', 'el', 'cual', 'actualmente', 'atiende', 'a', '78', 'niñas', 'y', 'niños', 'menores', 'de', '6', 'añoscontinuaremos', 'trabajando', 'para', 'construir', 'un', 'ambiente', 'adecuado', 'y', 'estimulante', 'que', 'contribuya', 'al', 'crecimiento', 'y', 'la', 'felicidad', 'de', 'nuestras', 'futuras', 'generaciones', 'accionesquenosunen']"
107,qué emoción este viernes 13 de octubre es la gran final de y los participantes harán todo su esfuerzo para brillar en la industria del diseñono te pierdas el último capítulo del reality show tapatío este viernes a las 1800 por guadalajaradisueña,"['qué', 'emoción', 'este', 'viernes', '13', 'de', 'octubre', 'es', 'la', 'gran', 'final', 'de', 'y', 'los', 'participantes', 'harán', 'todo', 'su', 'esfuerzo', 'para', 'brillar', 'en', 'la', 'industria', 'del', 'diseñono', 'te', 'pierdas', 'el', 'último', 'capítulo', 'del', 'reality', 'show', 'tapatío', 'este', 'viernes', 'a', 'las', '1800', 'por', 'guadalajaradisueña']"
110,el arquitecto y nuestro grupo tuvimos la oportunidad de reunirnos con el alcalde de zapopan y su equipo de trabajo donde platicamos del parque de las niñas y niños por el cual recibió este reconocimiento forjandoarquitecturadelfuturo,"['el', 'arquitecto', 'y', 'nuestro', 'grupo', 'tuvimos', 'la', 'oportunidad', 'de', 'reunirnos', 'con', 'el', 'alcalde', 'de', 'zapopan', 'y', 'su', 'equipo', 'de', 'trabajo', 'donde', 'platicamos', 'del', 'parque', 'de', 'las', 'niñas', 'y', 'niños', 'por', 'el', 'cual', 'recibió', 'este', 'reconocimiento', 'forjandoarquitecturadelfuturo']"
119,gracias por acompañarme en un momento tan importante para mi sus palabras y voluntad para lograr que los proyectos se cristalicen son esenciales para que su servidor pueda seguir dando resultadosqueconectan,"['gracias', 'por', 'acompañarme', 'en', 'un', 'momento', 'tan', 'importante', 'para', 'mi', 'sus', 'palabras', 'y', 'voluntad', 'para', 'lograr', 'que', 'los', 'proyectos', 'se', 'cristalicen', 'son', 'esenciales', 'para', 'que', 'su', 'servidor', 'pueda', 'seguir', 'dando', 'resultadosqueconectan']"
122,la secretaría de educación jalisco organizó la gira recrea familia 2023 la familia como promotora de la cultura de la paz evento desarrollado este martes 10 de octubre en la arena astros evento al que asistió la directora general de nuestro colegio se trata de una iniciativa de la secretaría de educación jalisco para fomentar la participación activa de las familias en el proceso educativo de sus hijos hijas o tutelados basada en el principio de formación ciudadana del proyecto educativo recrea y la metodología de las comunidades de aprendizaje para la vida somosgrandes,"['la', 'secretaría', 'de', 'educación', 'jalisco', 'organizó', 'la', 'gira', 'recrea', 'familia', '2023', 'la', 'familia', 'como', 'promotora', 'de', 'la', 'cultura', 'de', 'la', 'paz', 'evento', 'desarrollado', 'este', 'martes', '10', 'de', 'octubre', 'en', 'la', 'arena', 'astros', 'evento', 'al', 'que', 'asistió', 'la', 'directora', 'general', 'de', 'nuestro', 'colegio', 'se', 'trata', 'de', 'una', 'iniciativa', 'de', 'la', 'secretaría', 'de', 'educación', 'jalisco', 'para', 'fomentar', 'la', 'participación', 'activa', 'de', 'las', 'familias', 'en', 'el', 'proceso', 'educativo', 'de', 'sus', 'hijos', 'hijas', 'o', 'tutelados', 'basada', 'en', 'el', 'principio', 'de', 'formación', 'ciudadana', 'del', 'proyecto', 'educativo', 'recrea', 'y', 'la', 'metodología', 'de', 'las', 'comunidades', 'de', 'aprendizaje', 'para', 'la', 'vida', 'somosgrandes']"
125,hoy día mundial de la salud mental la dra silvia álvarez nos habla de la importancia de cuidar nuestra salud mental cuando hay cambios significativos en nuestras vidas recuerda que en caso de emergencia debes llamar al 911 o acercarte al servicio de atención psicológica de los servicios médicos municipales de guadalajara díamundialdelasaludmental,"['hoy', 'día', 'mundial', 'de', 'la', 'salud', 'mental', 'la', 'dra', 'silvia', 'álvarez', 'nos', 'habla', 'de', 'la', 'importancia', 'de', 'cuidar', 'nuestra', 'salud', 'mental', 'cuando', 'hay', 'cambios', 'significativos', 'en', 'nuestras', 'vidas', 'recuerda', 'que', 'en', 'caso', 'de', 'emergencia', 'debes', 'llamar', 'al', '911', 'o', 'acercarte', 'al', 'servicio', 'de', 'atención', 'psicológica', 'de', 'los', 'servicios', 'médicos', 'municipales', 'de', 'guadalajara', 'díamundialdelasaludmental']"
128,por indicación de los alcaldes del y de me reuní con patricia martínez titular del y su equipo de trabajo para compartir los avances de los proyectos que desde la hemos impulsado para esta intervención presenté la estructura del nuevo reglamento de gestión integral de riesgos que contempla la actualización de las guías técnicas y la creación del código de seguridad humana y contra incendios lo anterior con el objetivo de implementar en un estos trabajos en toda el área metropolitana de guadalajara tomando como referencia el reglamento interno de gestión integral de riesgos del municipio de zapopan y las guías técnicas en materia de protección civil coordinaciónintermunicipal,"['por', 'indicación', 'de', 'los', 'alcaldes', 'del', 'y', 'de', 'me', 'reuní', 'con', 'patricia', 'martínez', 'titular', 'del', 'y', 'su', 'equipo', 'de', 'trabajo', 'para', 'compartir', 'los', 'avances', 'de', 'los', 'proyectos', 'que', 'desde', 'la', 'hemos', 'impulsado', 'para', 'esta', 'intervención', 'presenté', 'la', 'estructura', 'del', 'nuevo', 'reglamento', 'de', 'gestión', 'integral', 'de', 'riesgos', 'que', 'contempla', 'la', 'actualización', 'de', 'las', 'guías', 'técnicas', 'y', 'la', 'creación', 'del', 'código', 'de', 'seguridad', 'humana', 'y', 'contra', 'incendios', 'lo', 'anterior', 'con', 'el', 'objetivo', 'de', 'implementar', 'en', 'un', 'estos', 'trabajos', 'en', 'toda', 'el', 'área', 'metropolitana', 'de', 'guadalajara', 'tomando', 'como', 'referencia', 'el', 'reglamento', 'interno', 'de', 'gestión', 'integral', 'de', 'riesgos', 'del', 'municipio', 'de', 'zapopan', 'y', 'las', 'guías', 'técnicas', 'en', 'materia', 'de', 'protección', 'civil', 'coordinaciónintermunicipal']"
134,el alcalde de pablo lemus navarro señaló que el área metropolitana está enfrentando una de las situaciones más críticas de su historia en relación a las personas en situación de calle según el último censo el número de personas que viven en las calles se ha triplicado alcanzando actualmente la cifra de tres mil 600 individuosel alcalde indicó que se han destinado poco más de 18 millones de pesos para atender y ofrecer oportunidades a las personas en situación de callevisita notijalmx3pboroc guadalajara,"['el', 'alcalde', 'de', 'pablo', 'lemus', 'navarro', 'señaló', 'que', 'el', 'área', 'metropolitana', 'está', 'enfrentando', 'una', 'de', 'las', 'situaciones', 'más', 'críticas', 'de', 'su', 'historia', 'en', 'relación', 'a', 'las', 'personas', 'en', 'situación', 'de', 'calle', 'según', 'el', 'último', 'censo', 'el', 'número', 'de', 'personas', 'que', 'viven', 'en', 'las', 'calles', 'se', 'ha', 'triplicado', 'alcanzando', 'actualmente', 'la', 'cifra', 'de', 'tres', 'mil', '600', 'individuosel', 'alcalde', 'indicó', 'que', 'se', 'han', 'destinado', 'poco', 'más', 'de', '18', 'millones', 'de', 'pesos', 'para', 'atender', 'y', 'ofrecer', 'oportunidades', 'a', 'las', 'personas', 'en', 'situación', 'de', 'callevisita', 'notijalmx3pboroc', 'guadalajara']"
137,el día sábado asistimos al desfile de fue un recorrido asombroso desde el parque rojo hasta la glorieta minerva en guadalajara starwars,"['el', 'día', 'sábado', 'asistimos', 'al', 'desfile', 'de', 'fue', 'un', 'recorrido', 'asombroso', 'desde', 'el', 'parque', 'rojo', 'hasta', 'la', 'glorieta', 'minerva', 'en', 'guadalajara', 'starwars']"
140,seguimos trabajando en equipo para que nuestras infancias tapatías se sigan desarrollando en un ambiente de respeto confianza y con mejores oportunidades acompañamos a nuestra presidenta a la inauguración de recrea familia 2023 la cual tiene como objetivo motivar a las familias a participar activamente en la educación de las niñas y niños tapatíos promotores madres padres tutores y aliados estratégicos formarán parte de la red de actores que a través de asesoramientos herramientas y estrategias buscarán que nuestras infancias tengan una completa formación ciudadana y así también podrán tener un mayor acercamiento con los contenidos académicos de sus hijos y pupilos así como a los programas de formación y actividades que contribuyan en su desarrollo nos emociona saber que a través de talleres y conferencias en línea las familias tapatías podrán desarrollar habilidades para lograr que sus hijas e hijos adquieran mayor confianza aprendan a manejar sus emociones sean responsables y tomen las mejores decisiones accionesquenosunen,"['seguimos', 'trabajando', 'en', 'equipo', 'para', 'que', 'nuestras', 'infancias', 'tapatías', 'se', 'sigan', 'desarrollando', 'en', 'un', 'ambiente', 'de', 'respeto', 'confianza', 'y', 'con', 'mejores', 'oportunidades', 'acompañamos', 'a', 'nuestra', 'presidenta', 'a', 'la', 'inauguración', 'de', 'recrea', 'familia', '2023', 'la', 'cual', 'tiene', 'como', 'objetivo', 'motivar', 'a', 'las', 'familias', 'a', 'participar', 'activamente', 'en', 'la', 'educación', 'de', 'las', 'niñas', 'y', 'niños', 'tapatíos', 'promotores', 'madres', 'padres', 'tutores', 'y', 'aliados', 'estratégicos', 'formarán', 'parte', 'de', 'la', 'red', 'de', 'actores', 'que', 'a', 'través', 'de', 'asesoramientos', 'herramientas', 'y', 'estrategias', 'buscarán', 'que', 'nuestras', 'infancias', 'tengan', 'una', 'completa', 'formación', 'ciudadana', 'y', 'así', 'también', 'podrán', 'tener', 'un', 'mayor', 'acercamiento', 'con', 'los', 'contenidos', 'académicos', 'de', 'sus', 'hijos', 'y', 'pupilos', 'así', 'como', 'a', 'los', 'programas', 'de', 'formación', 'y', 'actividades', 'que', 'contribuyan', 'en', 'su', 'desarrollo', 'nos', 'emociona', 'saber', 'que', 'a', 'través', 'de', 'talleres', 'y', 'conferencias', 'en', 'línea', 'las', 'familias', 'tapatías', 'podrán', 'desarrollar', 'habilidades', 'para', 'lograr', 'que', 'sus', 'hijas', 'e', 'hijos', 'adquieran', 'mayor', 'confianza', 'aprendan', 'a', 'manejar', 'sus', 'emociones', 'sean', 'responsables', 'y', 'tomen', 'las', 'mejores', 'decisiones', 'accionesquenosunen']"
146,cómo bajar los índices de tráfico en las grandes ciudades guadalajara,"['cómo', 'bajar', 'los', 'índices', 'de', 'tráfico', 'en', 'las', 'grandes', 'ciudades', 'guadalajara']"
