"css-4rbku5 href","css-9pa8cd src","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 href 7","css-9pa8cd src 2","css-901oao 8","css-4rbku5 href 12","css-901oao 9","css-901oao 10","css-4rbku5 href 13","css-901oao 11","r-4qtqp9 src","css-901oao 12","css-901oao 13","css-4rbku5 href 17","css-901oao 14","css-901oao 15","css-901oao 19"
"https://twitter.com/PolancoCivico","https://pbs.twimg.com/profile_images/1634360138676031493/Gicwhx41_normal.jpg","PolancoCivico","@PolancoCivico","·","https://twitter.com/PolancoCivico/status/1713345541394890878","14 oct.","","","","","","","","https://twitter.com/PolancoCivico/status/1637940401964236804/photo/1","https://pbs.twimg.com/media/FrsiFr4XwAMZ0Pg?format=jpg&name=360x360","1","https://twitter.com/PolancoCivico/status/1713345541394890878/analytics","4","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","Mostrar más","","","",""
"https://twitter.com/PolancoCivico","https://pbs.twimg.com/profile_images/1634360138676031493/Gicwhx41_normal.jpg","PolancoCivico","@PolancoCivico","·","https://twitter.com/PolancoCivico/status/1713345454971236490","14 oct.","","","","","","","","https://twitter.com/PolancoCivico/status/1637940401964236804/photo/1","https://pbs.twimg.com/media/FrsiFr4XwAMZ0Pg?format=jpg&name=360x360","1","https://twitter.com/PolancoCivico/status/1713345454971236490/analytics","18","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","Mostrar más","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/PolancoCivico","https://pbs.twimg.com/profile_images/1634360138676031493/Gicwhx41_normal.jpg","PolancoCivico","@PolancoCivico","·","https://twitter.com/PolancoCivico/status/1713345429826335121","14 oct.","","","","","","","","https://twitter.com/PolancoCivico/status/1637940401964236804/photo/1","https://pbs.twimg.com/media/FrsiFr4XwAMZ0Pg?format=jpg&name=360x360","1","https://twitter.com/PolancoCivico/status/1713345429826335121/analytics","14","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","Mostrar más","","","",""
"https://twitter.com/mario_78gl","https://pbs.twimg.com/profile_images/1333074331195281408/VDE5z02b_normal.jpg","M@R","@mario_78gl","·","https://twitter.com/mario_78gl/status/1713341697118093563","14 oct.","5 de lengua porfavor","","","","","","","","","","https://twitter.com/mario_78gl/status/1713341697118093563/analytics","15","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/mario_78gl","https://pbs.twimg.com/profile_images/1333074331195281408/VDE5z02b_normal.jpg","M@R","@mario_78gl","·","https://twitter.com/mario_78gl/status/1713341364149096710","14 oct.","A seguir realizando obras estúpidas y mal planeadas","","","","","","","","","","https://twitter.com/mario_78gl/status/1713341364149096710/analytics","24","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/max_breg","https://pbs.twimg.com/profile_images/1661185016125091840/6gVWgQkH_normal.jpg","Breg","@max_breg","·","https://twitter.com/max_breg/status/1713335777281622453","14 oct.","Y los árboles?","","","","","","","","","","https://twitter.com/max_breg/status/1713335777281622453/analytics","26","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/Nanluk2","https://pbs.twimg.com/profile_images/1508046206685097990/fHvpLbyN_normal.jpg","Nanluk","@Nanluk2","·","https://twitter.com/Nanluk2/status/1713332314468483160","14 oct.","","@PabloLemusN","https://twitter.com/PabloLemusN","","@epigmenioibarra","https://twitter.com/epigmenioibarra","","https://twitter.com/ErikaPerezMx","https://pbs.twimg.com/ext_tw_video_thumb/1713332065511395328/pu/img/2TFELNffn9KlHJmt.jpg","1","https://twitter.com/Nanluk2/status/1713332314468483160/analytics","17","","","","","Mostrar más","","","","",""
"https://twitter.com/laearam","https://pbs.twimg.com/profile_images/1664894511623831552/3BzSpWg7_normal.jpg","Aram BV","@laearam","·","https://twitter.com/laearam/status/1713331833465614504","14 oct.","en su momento yo atendi a tu llamado de apoyo en las elecciones y me hice presente a tu favor y ahora que yo te busco para pedir ayuda en la agilizacion de obras en constituyentes y 16 de septiembre no me atiendes… tienen un cochinero y avanzaron en total desorden","@PabloLemusN","https://twitter.com/PabloLemusN","","","","","","","1","https://twitter.com/laearam/status/1713331833465614504/analytics","11","","","","","","","","","",""
"https://twitter.com/MarcosBalMe","https://pbs.twimg.com/profile_images/1530057337305812994/ERRnr39A_normal.jpg","Águila de las Tempestades.","@MarcosBalMe","·","https://twitter.com/MarcosBalMe/status/1713327561801912765","14 oct.","Y placas de Nomenclatura?","","","","","","","","","3","https://twitter.com/MarcosBalMe/status/1713327561801912765/analytics","31","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/Rulasdelacruz","https://pbs.twimg.com/profile_images/1617682446878646274/sFmBSzYG_normal.jpg","Raúl de la Cruz","@Rulasdelacruz","·","https://twitter.com/Rulasdelacruz/status/1713324304585163187","14 oct.","Mentiras y más mentiras. Solamente en las calles de tus cuates. Vente a la Echeverría, a 1 y 5 de mayo , a la Valentín Gómez Farías. Mentiroso","","","","","","","","","1","https://twitter.com/Rulasdelacruz/status/1713324304585163187/analytics","50","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/Donchespi1","https://pbs.twimg.com/profile_images/993982993080377344/Uk7GknIi_normal.jpg","Carlos Peña","@Donchespi1","·","https://twitter.com/Donchespi1/status/1713320281673171364","14 oct.","Urge que se vayan los naranjas ..","@PabloLemusN","https://twitter.com/PabloLemusN","nunca hacen nada,por más reportes que haga uno ..vivimos en una anarquía total..","@GuadalajaraGob","https://twitter.com/GuadalajaraGob","","","","","https://twitter.com/Donchespi1/status/1713320281673171364/analytics","85","En respuesta a","https://twitter.com/Trafico_ZMG","@Trafico_ZMG","","","","https://twitter.com/JaliscoVial","@JaliscoVial","","y"
"https://twitter.com/Splendors_of_GX","https://pbs.twimg.com/profile_images/1383683331712118785/DUZ91BV9_normal.jpg","Splendors of Guangxi","@Splendors_of_GX","Guangxi is a land of splendors and a home to a large quantity of long-living people. The 2023 China-ASEAN International Forum on Traditional Medicine and Health Tourism will fall on October 15 in Bama. We can’t wait to see you there!","https://twitter.com/Splendors_of_GX/status/1712755062387413177/analytics","","9","","","86","","","1.511","","https://pbs.twimg.com/media/F8OlbPmbAAE-2Pm?format=jpg&name=120x120","Promocionado","","","","","","","","","","","",""
"https://twitter.com/javlavmusic_ius","https://pbs.twimg.com/profile_images/1302150255165669376/GdS7l2ha_normal.jpg","Javier López Aviña.","@javlavmusic_ius","·","https://twitter.com/javlavmusic_ius/status/1713315989939704300","14 oct.","Desquiciado el centro de GDL. Cunden la incivilidad y el desorden; bocinas a altísimo volumen y boquetes por doquier. La ""Ley Antirruido"", en el cesto de la basura.

Mientras el","@PabloLemusN","https://twitter.com/PabloLemusN","y","@GuadalajaraGob","https://twitter.com/GuadalajaraGob","en el vacío y en la nada. ¿Quién gobierna?","","","","https://twitter.com/javlavmusic_ius/status/1713315989939704300/analytics","81","","","","","","","","","",""
"https://twitter.com/salvado00665958","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","salvador uribe","@salvado00665958","·","https://twitter.com/salvado00665958/status/1713314921402736864","14 oct.","Muy bien alcalde. Muy bien piero. Gracias a todos","","","","","","","","","1","https://twitter.com/salvado00665958/status/1713314921402736864/analytics","16","Respondiendo a","https://twitter.com/Pierovegayahooc","@Pierovegayahooc","","","","https://twitter.com/PabloLemusN","@PabloLemusN","y 3 más",""
"https://twitter.com/juanmsanchezce1","https://pbs.twimg.com/profile_images/1195046917278814209/2GMfEZZ5_normal.jpg","JMSC","@juanmsanchezce1","·","https://twitter.com/juanmsanchezce1/status/1713310802932072630","14 oct.","","","","","","","","https://twitter.com/juanmsanchezce1/status/1713310802932072630/photo/1","https://pbs.twimg.com/media/F8bnGBAbEAAqHhS?format=jpg&name=small","","https://twitter.com/juanmsanchezce1/status/1713310802932072630/analytics","6","Respondiendo a","https://twitter.com/revistapolemon","@revistapolemon","","","","https://twitter.com/MovCiudadanoMX","@MovCiudadanoMX","y 2 más",""
"https://twitter.com/revistapolemon","https://pbs.twimg.com/profile_images/1323667220510158849/e8zFmTyX_normal.jpg","Revista Polemón","@revistapolemon","·","https://twitter.com/revistapolemon/status/1713307448331952304","14 oct.","En Jalisco, el alcalde de","@PabloLemusN","https://twitter.com/PabloLemusN","en Guadalajara,","@MovCiudadanoMX","https://twitter.com/MovCiudadanoMX","y el de Zapopan,","https://t.co/2nqXMRRncP","https://pbs.twimg.com/card_img/1713307190306689024/VEbm3PZ_?format=jpg&name=small","4","https://twitter.com/revistapolemon/status/1713307448331952304/analytics","2.297","","","","https://abs-0.twimg.com/emoji/v2/svg/1f9d0.svg","168","186","","","polemon.mx",""
"https://twitter.com/eossupportes","https://pbs.twimg.com/profile_images/1683525030712418314/JiMPePho_normal.jpg","Departamento de Soporte de la DAO red EOS","@eossupportes","¡Prepárate para la nueva plataforma de EOS Support!

Predice una fecha y...

gana","https://twitter.com/eossupportes/status/1704922129731330326/analytics","forms.monday.com/forms/e7815899","11","$EOS","https://t.co/DfNuLZD1xq?twclid=244m7z2w7h9xo02qmcfdze8yal","70","","https://twitter.com/search?q=%24EOS&src=cashtag_click","324","","https://pbs.twimg.com/media/F5druc0WcAAL_Hi?format=png&name=120x120","Promocionado","","https://","1000 USD en","","monday.com","https://abs-0.twimg.com/emoji/v2/svg/1f4b0.svg","!","1. Sigue a","","2. Haz tu pronóstico","18d6e9d35d0bcd73e0f3769a?r=use1&twclid=244m7z2w7h9xo02qmcfdze8yal",""
"https://twitter.com/corona_agu68699","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","jose agustin corona","@corona_agu68699","·","https://twitter.com/corona_agu68699/status/1713306321938772265","14 oct.","Son Los resultados del personal y mandos acargo de la comisaria","","","","","","","","","","https://twitter.com/corona_agu68699/status/1713306321938772265/analytics","22","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/MardeCNBA","https://pbs.twimg.com/profile_images/1712817154813480961/W-3F96EJ_normal.jpg","la flaca","@MardeCNBA","·","https://twitter.com/MardeCNBA/status/1713302305301266721","14 oct.","Vecinos de","@PabloLemusN","https://twitter.com/PabloLemusN","de Occidente continúan en plantón defendiendo su privacidad ante el abuso de las inmobiliarias de","@PRODEURJal","https://twitter.com/PRODEURJal",". Siguen sin una respuesta de","https://twitter.com/MardeCNBA/status/1713302305301266721/photo/1","https://pbs.twimg.com/media/F8bfXN2X0AAWoqK?format=jpg&name=small","","https://twitter.com/MardeCNBA/status/1713302305301266721/analytics","54","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713300778931065128","14 oct.","¡Ánimo Miguel!","","","","","","","","","1","https://twitter.com/PabloLemusN/status/1713300778931065128/analytics","49","En respuesta a","https://twitter.com/MiguelR88184390","@MiguelR88184390","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","","","","","",""
"https://twitter.com/ErnestoPardo1","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Ernesto Pardo","@ErnestoPardo1","·","https://twitter.com/ErnestoPardo1/status/1713300265661522095","14 oct.","Y la basura
Sr
Lemus","","","","","","","","","","https://twitter.com/ErnestoPardo1/status/1713300265661522095/analytics","19","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/eossupportde","https://pbs.twimg.com/profile_images/1683525707895324690/5ZrhXoLJ_normal.jpg","EOS network DAO Support Abteilung","@eossupportde","Macht euch bereit für den Start der EOS Support-Plattform!

Tippe auf ein Datum und erhalte die Chance 1000 USD in","https://twitter.com/eossupportde/status/1706046676358541487/analytics","forms.monday.com/forms/69fa0480","2","$EOS","https://t.co/JX2xC9uifS?twclid=2-44j51k3i0f1qirwvk9yi3o08o","6","","https://twitter.com/search?q=%24EOS&src=cashtag_click","37","","https://pbs.twimg.com/media/F60XcK9WgAAG4Ix?format=png&name=120x120","Promocionado","","https://","zu gewinnen!","","monday.com","https://abs-0.twimg.com/emoji/v2/svg/1f680.svg","1. Folge","2. Gib deinen Tipp ab:","","","600a2901f39dfd92f8594265?r=use1&twclid=2-44j51k3i0f1qirwvk9yi3o08o",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713300164247445940","14 oct.","¡Ánimo León!","","","","","","","","","1","https://twitter.com/PabloLemusN/status/1713300164247445940/analytics","36","En respuesta a","https://twitter.com/DetectorLeon","@DetectorLeon","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","","","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713300086405394770","14 oct.","¡Ánimo Jalisco!","","","","","","","","","","https://twitter.com/PabloLemusN/status/1713300086405394770/analytics","31","En respuesta a","https://twitter.com/j_jprge","@j_jprge","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","","","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/jymfaraday","https://pbs.twimg.com/profile_images/1557333562134773760/w3nASCQH_normal.jpg","Jym Faraday","@jymfaraday","·","https://twitter.com/jymfaraday/status/1713300085860421870","14 oct.","Q mentira, nunca logran recuperar un solo auto!!!, esa reducción es que no registran todos los robos","","","","","","","","","","https://twitter.com/jymfaraday/status/1713300085860421870/analytics","3","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713300029996195850","14 oct.","¡Ánimo Jorge!","","","A darle con todo","","",".","","","","https://twitter.com/PabloLemusN/status/1713300029996195850/analytics","64","En respuesta a","https://twitter.com/j_jprge","@j_jprge","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713298898482069642","14 oct.","Adoquín podo táctil.","","","Bolardos.","","","Balizamiento vial.
Y otras más renovaciones.

Nuestra ciudad está quedando de maravilla","https://twitter.com/PabloLemusN/status/1713298898482069642/photo/1","https://pbs.twimg.com/media/F8bcPNnW8AApeoz?format=jpg&name=360x360","4","https://twitter.com/PabloLemusN/status/1713298898482069642/analytics","785","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","3","19","","","!",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1713298830597206461","14 oct.","Ahora más calles de nuestra ciudad tienen un nuevo rostro, lucen más bonitas y dignas con la renovación que les hemos dado con:","","","Bacheo de caja, profundo y superficial.","","","Iluminación.","https://twitter.com/PabloLemusN/status/1713298830597206461/photo/1","https://pbs.twimg.com/media/F8bcK12XAAAvGB8?format=jpg&name=360x360","18","https://twitter.com/PabloLemusN/status/1713298830597206461/analytics","3.349","","","","https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg","10","50","","","",""
"https://twitter.com/daniel_dmh","https://pbs.twimg.com/profile_images/1196912858493325312/sN5R1RBx_normal.jpg","El chico cascarrabias","@daniel_dmh","·","https://twitter.com/daniel_dmh/status/1713298169482637560","14 oct.","Lobobot,  los paises primermundistas cada quien se lleva su basura a su casa y si se les cae la recogen. Estamos como estamos por personas y lobos que no exigen a los funcionarios públicos. Además fue de un evento religioso.","","","","","","","","","1","https://twitter.com/daniel_dmh/status/1713298169482637560/analytics","16","Respondiendo a","https://twitter.com/CharliFerm33257","@CharliFerm33257","https://abs-0.twimg.com/emoji/v2/svg/1f44d-1f3fc.svg","","","https://twitter.com/mariobello22","@mariobello22","y 2 más",""
"https://twitter.com/Sonoftary57","https://pbs.twimg.com/profile_images/1584687838200741888/mzA53HjB_normal.jpg","Junípero","@Sonoftary57","·","https://twitter.com/Sonoftary57/status/1713295638505365628","14 oct.","Ya pusieron al Indatcom a llenarte las publicaciones de ""animos"" , los bots no votan ya deberían saberlo, por cierto ya supe que con los festejos del dia de muertos estas haciendo otra vaquita gracias a los restauranteros del centro de Guadalajara. Mendiga rata.","","","","","","","","","1","https://twitter.com/Sonoftary57/status/1713295638505365628/analytics","19","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/corona_agu68699","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","jose agustin corona","@corona_agu68699","·","https://twitter.com/corona_agu68699/status/1713289328233677057","14 oct.","Anime jalisco","","","","","","","","","1","https://twitter.com/corona_agu68699/status/1713289328233677057/analytics","29","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/adventintl","https://pbs.twimg.com/profile_images/1674976626323472386/R1c2cr06_normal.jpg","Advent International","@adventintl","Little Things Big Difference is here! Enjoy our latest video series, in which we ask Advent teams around the world what makes a difference to THEIR office culture every day, starting with the team in our Palo Alto office in sunny California","https://twitter.com/adventintl/status/1676953122340753409/analytics","","85","","","224","","","1.564","","https://pbs.twimg.com/ext_tw_video_thumb/1676946965131849734/pu/img/yO5fEgws05TUhUBr.jpg","Promocionado","","","","","","https://abs-0.twimg.com/emoji/v2/svg/2600.svg","","","","","",""
"https://twitter.com/ALFREDO44825480","https://pbs.twimg.com/profile_images/1701835957950103552/6ppa3exr_normal.jpg","ALFREDO SERRANO TORREBLANCA","@ALFREDO44825480","·","https://twitter.com/ALFREDO44825480/status/1713286607967809691","14 oct.","Y los desaparecidos, los asesinatos en Patria???? Ahí como andamos Lemus??","","","","","","","","","","https://twitter.com/ALFREDO44825480/status/1713286607967809691/analytics","12","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/Leadingmexico","https://pbs.twimg.com/profile_images/1153425946906677249/XbxI9YBU_normal.jpg","Fausto Leal","@Leadingmexico","·","https://twitter.com/Leadingmexico/status/1713286403499479076","14 oct.","Tienes razón, pobre espacio público, crecerá con un trauma. Y si, es mejor proteger a los peatones de la lluvia a protegerlos de ser arrollados por algún vehículo...","","","","","","","","","","https://twitter.com/Leadingmexico/status/1713286403499479076/analytics","8","En respuesta a","https://twitter.com/manuelgaribay4","@manuelgaribay4","","","","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/MiguelR88184390","https://pbs.twimg.com/profile_images/1713285502344859648/Zt8ECO-L_normal.jpg","Miguel Ruelas","@MiguelR88184390","·","https://twitter.com/MiguelR88184390/status/1713285020419276907","14 oct.","","","","","","","","","","1","https://twitter.com/MiguelR88184390/status/1713285020419276907/analytics","41","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg","2","","","","",""
"https://twitter.com/ViesRangl760720","https://pbs.twimg.com/profile_images/1302634065804382208/9TK3g0HR_normal.jpg","Roberto C V Rangel","@ViesRangl760720","·","https://twitter.com/ViesRangl760720/status/1713283714090696763","14 oct.","Yo con","@PabloLemusN","https://twitter.com/PabloLemusN","","","","","","","1","https://twitter.com/ViesRangl760720/status/1713283714090696763/analytics","31","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/j_jprge","https://pbs.twimg.com/profile_images/1560789255928139778/U-BXPvEv_normal.jpg","Jorge Rivera","@j_jprge","·","https://twitter.com/j_jprge/status/1713283565985669468","14 oct.","Animo","@PabloLemusN","https://twitter.com/PabloLemusN","con todo Jalisco","","","","","","1","https://twitter.com/j_jprge/status/1713283565985669468/analytics","7","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f4af.svg","1","","","","",""
"https://twitter.com/j_jprge","https://pbs.twimg.com/profile_images/1560789255928139778/U-BXPvEv_normal.jpg","Jorge Rivera","@j_jprge","·","https://twitter.com/j_jprge/status/1713283378168905803","14 oct.","Animo","@PabloLemusN","https://twitter.com/PabloLemusN","con todo Jalisco !!!","","","","","","1","https://twitter.com/j_jprge/status/1713283378168905803/analytics","102","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","","","",""
"https://twitter.com/j_jprge","https://pbs.twimg.com/profile_images/1560789255928139778/U-BXPvEv_normal.jpg","Jorge Rivera","@j_jprge","·","https://twitter.com/j_jprge/status/1713283223445237899","14 oct.","Animo","@PabloLemusN","https://twitter.com/PabloLemusN","con todo Jalisco !!!","","","","","","1","https://twitter.com/j_jprge/status/1713283223445237899/analytics","65","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/DetectorLeon","https://pbs.twimg.com/profile_images/1455600640135254030/3UFo7mxb_normal.jpg","León Detector","@DetectorLeon","·","https://twitter.com/DetectorLeon/status/1713283182202671495","14 oct.","¡Ánimo Pablo!","","","","","","","","","1","https://twitter.com/DetectorLeon/status/1713283182202671495/analytics","58","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","https://twitter.com/PoliciaGDL","@PoliciaGDL","","y"
"https://twitter.com/leonrdavid","https://pbs.twimg.com/profile_images/1643691157082234894/zn0J9ir9_normal.jpg","Davisson","@leonrdavid","·","https://twitter.com/leonrdavid/status/1713282737040228761","14 oct.","Sera Guadalajara España… por que en Guadalajara Mexico, no sirve el C5, hay miles de delitos, extorsiones, asaltos, asesinatos y todos impunes. Creo que ya se contagiaron de otros datos como los de morena. Los ciudadanos no somos tontos y sabemos que MIENTEN.","","","","","","","","","","https://twitter.com/leonrdavid/status/1713282737040228761/analytics","19","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/osvabecerra26","https://pbs.twimg.com/profile_images/690239853506658304/TprEqRyT_normal.jpg","Osvaldo Becerra","@osvabecerra26","·","https://twitter.com/osvabecerra26/status/1713282723270307845","14 oct.","Animo Jalisco! Siempre para adelante!","","","","","","","","","1","https://twitter.com/osvabecerra26/status/1713282723270307845/analytics","36","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","","","",""
"https://twitter.com/JuanLuis95Silva","https://pbs.twimg.com/profile_images/1570591265019891713/x6l3Nf92_normal.jpg","Juan Luis Silva","@JuanLuis95Silva","·","https://twitter.com/JuanLuis95Silva/status/1713282716051906955","14 oct.","Buen trabajo","","","a seguir mejorando para reducir más esa cifra.","","","","","","1","https://twitter.com/JuanLuis95Silva/status/1713282716051906955/analytics","39","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f44d-1f3fc.svg","1","","","","",""
"https://twitter.com/RamonRuval48003","https://pbs.twimg.com/profile_images/1703988066057179136/BALCGgfq_normal.png","Ramon Ruvalcaba","@RamonRuval48003","·","https://twitter.com/RamonRuval48003/status/1713282617703809189","14 oct.","Ánimo Jalisco","","","","","","","","","1","https://twitter.com/RamonRuval48003/status/1713282617703809189/analytics","38","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg","1","","","","",""
"https://twitter.com/JEHG_","https://pbs.twimg.com/profile_images/1693389511202361344/cU4zSLqA_normal.jpg","Jose Emmanuel Haro","@JEHG_","·","https://twitter.com/JEHG_/status/1713282287888941447","14 oct.","Ánimo Jalisco","","","","","","","","","1","https://twitter.com/JEHG_/status/1713282287888941447/analytics","36","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","","","",""
"https://twitter.com/LuisRubio888","https://pbs.twimg.com/profile_images/1585108018433335296/ZSVMTn2x_normal.jpg","Luis Rubio","@LuisRubio888","·","https://twitter.com/LuisRubio888/status/1713282252422197707","14 oct.","Animo Jalisco !!!","","","","","","","","","1","https://twitter.com/LuisRubio888/status/1713282252422197707/analytics","48","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/j_jprge","https://pbs.twimg.com/profile_images/1560789255928139778/U-BXPvEv_normal.jpg","Jorge Rivera","@j_jprge","·","https://twitter.com/j_jprge/status/1713282220310384898","14 oct.","Animo","@PabloLemusN","https://twitter.com/PabloLemusN","con todo Jalisco","","","","","","1","https://twitter.com/j_jprge/status/1713282220310384898/analytics","48","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f4aa-1f3fd.svg","2","","","","",""
"https://twitter.com/miguelc59197636","https://pbs.twimg.com/profile_images/1677940401997479938/1Bpcyq0a_normal.jpg","miguel cervantes","@miguelc59197636","·","https://twitter.com/miguelc59197636/status/1713282114685464992","14 oct.","Animo Pablo Lemus es por Guadalajara","","","","","","","","","1","https://twitter.com/miguelc59197636/status/1713282114685464992/analytics","59","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","2","","","","",""
"https://twitter.com/JerriBasuca","https://pbs.twimg.com/profile_images/1581287308128559104/B4qqIL9g_normal.jpg","Jerri Basuca","@JerriBasuca","·","https://twitter.com/JerriBasuca/status/1713282088269406541","14 oct.","Vamos Lemus con todo","","","","","","","","","1","https://twitter.com/JerriBasuca/status/1713282088269406541/analytics","48","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f1f2-1f1fd.svg","1","","","","",""
"https://twitter.com/jonathanalator2","https://pbs.twimg.com/profile_images/1269326043367657472/pzO6MJOg_normal.jpg","Anonymous Liberty","@jonathanalator2","·","https://twitter.com/jonathanalator2/status/1713281868345315356","14 oct.","Que buena broma, ni ustedes se la creen.. eso no tener cinismo en ustedes”","","","","","","GIF","","https://pbs.twimg.com/tweet_video_thumb/F8bMxJ2bkAAq_1X.jpg","","https://twitter.com/jonathanalator2/status/1713281868345315356/analytics","8","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","ALT","","","","",""
"https://twitter.com/DetectorLeon","https://pbs.twimg.com/profile_images/1455600640135254030/3UFo7mxb_normal.jpg","León Detector","@DetectorLeon","·","https://twitter.com/DetectorLeon/status/1713281846874669369","14 oct.","¡Ánimo Pablo!","","","","","","","","","1","https://twitter.com/DetectorLeon/status/1713281846874669369/analytics","53","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","1","","","","",""
"https://twitter.com/RomanLira7","https://pbs.twimg.com/profile_images/1331302279652274180/21o7jQKg_normal.jpg","Roman Lira","@RomanLira7","·","https://twitter.com/RomanLira7/status/1713281785646211216","14 oct.","Animo Pablo","","","","","","","","","1","https://twitter.com/RomanLira7/status/1713281785646211216/analytics","45","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","2","","","","",""
